property	categories
P2876	Q19820110,Q22582645,Q18616576
P3254	Q19820110,Q22582645,Q18616576
P3303	Q19820110,Q21099935,Q22582645,Q18616576
P3590	Q19820110,Q22582645,Q18616576
P238	Q19829908,Q18614948,Q19829914,Q22984363,Q23069609,Q18616576,Q19847637
P297	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P298	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P299	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P300	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P374	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P382	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P402	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q24075706
P429	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P439	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P440	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P442	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P507	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P525	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P590	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P605	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P630	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P635	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P721	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P761	Q19829908,Q18614948,Q19829914,Q24041622,Q18616576,Q19847637
P764	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P771	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P772	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P773	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P774	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P775	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P776	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P777	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P782	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P791	Q19829908,Q21264328,Q18614948,Q19829914,Q21745557,Q18616576,Q18608993,Q19847637
P804	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P806	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P821	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P843	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P882	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P883	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P901	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P939	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P964	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P981	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P982	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q24075706
P988	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1004	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q24075706,Q27525351
P1010	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1067	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1077	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1115	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1116	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1140	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1168	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1172	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1188	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1203	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1281	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1282	Q19829908,Q18614948,Q19829914,Q24075706,Q18616576,Q19847637
P1370	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1388	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1397	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1481	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1566	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1567	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1584	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1585	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1588	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1602	Q19829908,Q18614948,Q19829914,Q21745557,Q18616576,Q18608993,Q19847637,Q27918607
P1653	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1667	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P1699	Q19829908,Q19833377,Q18614948,Q19829914,Q18618644,Q22964966,Q18616576,Q19847637
P1717	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576,Q24041622
P1732	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P1841	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1850	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1854	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1866	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576,Q22983697
P1886	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P1894	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1936	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1937	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q22997934,Q18608993,Q29642812
P1958	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1968	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q22984545,Q29110152
P1976	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P1997	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2082	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q22997934,Q18608993,Q29642812
P2099	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2100	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2123	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2186	Q19829908,Q21264328,Q18614948,Q19829914,Q18616576,Q19847637
P2290	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2326	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2382	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2487	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2488	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2490	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2496	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2497	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2503	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2504	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2506	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P2516	Q19829908,Q18614948,Q19829914,Q24041622,Q18616576,Q19847637,Q27642681
P2585	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2586	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2588	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2618	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2621	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P2762	Q19829908,Q19833377,Q18614948,Q19829914,Q18618644,Q22964966,Q18616576,Q19847637
P2763	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P2765	Q19829908,Q19833377,Q18614948,Q19829914,Q18618644,Q22964966,Q18616576,Q19847637
P2788	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P2824	Q19829908,Q21451142,Q18614948,Q19829914,Q22981316,Q18616576,Q19847637
P3009	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576,Q27642681
P3012	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3067	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3108	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q22984545,Q29110152
P3109	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3118	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3119	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3120	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3134	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q22984545,Q29110152
P3175	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3182	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3198	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3213	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3230	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3256	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3257	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3309	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3326	Q19829908,Q18614948,Q19829914,Q24041622,Q18616576,Q19847637
P3394	Q19829908,Q18614948,Q19829914,Q24041622,Q18616576,Q19847637
P3412	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3419	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3422	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3423	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3425	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3441	Q19829908,Q18614948,Q19829914,Q21818626,Q23661205,Q18616576,Q19847637,Q22984545
P3507	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3513	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3514	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3515	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3516	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3517	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3580	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3609	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3615	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3616	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3626	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3627	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3628	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3635	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3639	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3727	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3731	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3735	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3749	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3770	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3806	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3809	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3810	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3813	Q19829908,Q18614948,Q19829914,Q22984363,Q22988651,Q18616576,Q19847637
P3824	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3850	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3856	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3907	Q19829908,Q18614948,Q19829914,Q22988651,Q18616576,Q19847637
P3974	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P3977	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3990	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P3992	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P4007	Q19829908,Q18614948,Q19829914,Q21745557,Q18616576,Q18608993,Q19847637
P4014	Q19829908,Q19847637,Q18614948,Q19829914,Q18616576
P4029	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P4046	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P4059	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637
P4083	Q19829908,Q18614948,Q19829914,Q18616576,Q19847637,Q27642681
P17	Q19829914,Q18616576,Q26935994
P78	Q19829914,Q18616576
P115	Q19829914,Q18616576,Q22964372,Q21818626,Q18608993,Q22984545
P281	Q19829914,Q21264328,Q18616576,Q26935994
P500	Q19829914,Q18616576
P501	Q19829914,Q18616576
P814	Q19829914,Q18616576,Q27642681
P912	Q19829914,Q18616576
P1174	Q19829914,Q18616576
P1336	Q19829914,Q18616576,Q22997934
P1383	Q19829914,Q18616576
P1404	Q19829914,Q18616576,Q24041622
P1456	Q19829914,Q18616576
P1548	Q19829914,Q18616576
P1849	Q19829914,Q18616576
P1879	Q19829914,Q18616576
P1887	Q19829914,Q18616576
P1945	Q19829914,Q21264328,Q18616576
P2131	Q19829914,Q21451178,Q18616576
P2132	Q19829914,Q21451178,Q18616576,Q22984494
P2134	Q19829914,Q21451178,Q18616576
P2135	Q19829914,Q21451178,Q18616576
P2136	Q19829914,Q21451178,Q18616576
P2294	Q19829914,Q18616576,Q21451178
P2299	Q19829914,Q18616576,Q21451178,Q22984494
P2505	Q19829914,Q18616576,Q22984363,Q22964966,Q29446361
P2525	Q19829914,Q19847637,Q18616576,Q27642681
P2564	Q19829914,Q18616576,Q22969167
P2584	Q19829914,Q19847637,Q18616576,Q24041622,Q27642681
P2595	Q19829914,Q18616576
P2633	Q19829914,Q18616576
P2659	Q19829914,Q18616576,Q22988651
P2673	Q19829914,Q18616576,Q22984363,Q23779665,Q22964966,Q29446361
P2674	Q19829914,Q18616576,Q22984363,Q23779665,Q22964966,Q29446361
P2814	Q19829914,Q18616576,Q21745557,Q18608993,Q18614948,Q19847637
P2927	Q19829914,Q18616576,Q24710760
P3025	Q19829914,Q18616576,Q24262056,Q24239898
P3238	Q19829914,Q21264328,Q18616576
P3311	Q19829914,Q18616576,Q26940804
P3707	Q19829914,Q18616576,Q24041622
P3815	Q19829914,Q18616576,Q22988651
P3864	Q19829914,Q18616576,Q22984494
P4010	Q19829914,Q18616576,Q21451178,Q22984494
P236	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P347	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P350	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P464	Q19833377,Q18614948,Q18618644,Q22984026,Q18616576,Q19847637
P724	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P819	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P827	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P888	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P889	Q19833377,Q18614948,Q18618644,Q22988631,Q18616576,Q19847637,Q29548341
P892	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P893	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P894	Q19833377,Q18614948,Q18618644,Q22988631,Q18616576,Q19847637
P1036	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1042	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1055	Q19833377,Q19887775,Q18614948,Q18618644,Q18616576,Q19847637
P1058	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1144	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607,Q29546443,Q29547399,Q29561722
P1154	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P1161	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1162	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1184	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1190	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1209	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1212	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P1218	Q19833377,Q18614948,Q18618644,Q24755874,Q18616576,Q19847637
P1219	Q19833377,Q18614948,Q18618644,Q24755874,Q18616576,Q19847637
P1234	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1235	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1242	Q19833377,Q18614948,Q18618644,Q24755874,Q18616576,Q19847637
P1250	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1267	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1270	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1272	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1274	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1277	Q19833377,Q21745557,Q18614948,Q18618644,Q18616576,Q18608993,Q19847637
P1316	Q19833377,Q18614948,Q18618644,Q22964274,Q18616576,Q19847637,Q27531381
P1392	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q28902389
P1544	Q19833377,Q18614948,Q18618644,Q22984026,Q18616576,Q19847637
P1573	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1609	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1669	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1679	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P1844	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1852	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1874	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q22964274,Q22965162,Q27531381,Q29542094
P1893	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1933	Q19833377,Q18614948,Q18618644,Q21126229,Q22984545,Q18616576,Q19847637,Q28147643,Q22963600
P1948	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29546563
P1972	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1973	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P1984	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q28902389
P1985	Q19833377,Q18614948,Q18618644,Q22964274,Q18616576,Q19847637,Q27531381,Q22965162,Q29542094
P2007	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2008	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2014	Q19833377,Q18614948,Q18618644,Q24075706,Q18616576,Q19847637,Q27918607
P2092	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2108	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2185	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2187	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2209	Q19833377,Q21126229,Q18614948,Q18618644,Q22963600,Q18616576,Q19847637
P2242	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2282	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2339	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2344	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2409	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2411	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2413	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27659414
P2461	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2474	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2475	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2511	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2539	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P2582	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2606	Q19833377,Q18614948,Q18618644,Q21126229,Q22984545,Q18616576,Q19847637,Q28147643,Q22963600
P2613	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2623	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2666	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2683	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2687	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2703	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q22964274,Q22965162,Q27531381,Q29542094
P2704	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q22964274,Q22965162,Q27531381,Q29542094
P2733	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2735	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2749	Q19833377,Q21126229,Q22963600,Q18614948,Q18618644,Q18616576,Q19847637
P2761	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2768	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2858	Q19833377,Q18614948,Q18618644,Q21126229,Q22984545,Q18616576,Q19847637,Q28147643,Q22963600
P2864	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2880	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P2961	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3069	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q22997934,Q18608993,Q29642812
P3089	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3098	Q19833377,Q19887775,Q18614948,Q18618644,Q18616576,Q19847637
P3112	Q19833377,Q21126229,Q22963600,Q18614948,Q18618644,Q18616576,Q19847637
P3116	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3121	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3127	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3131	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3147	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3180	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3181	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P3212	Q19833377,Q18614948,Q18618644,Q19847637,Q18616576,Q27038669
P3236	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3272	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3293	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3343	Q19833377,Q18614948,Q18618644,Q22984026,Q18616576,Q19847637
P3386	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3431	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P3434	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3504	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3528	Q19833377,Q18614948,Q18618644,Q22984545,Q18616576,Q19847637
P3570	Q19833377,Q18614948,Q18618644,Q22984026,Q18616576,Q19847637
P3589	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q28902389
P3634	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3675	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3702	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29546563
P3705	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3711	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3732	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3783	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3784	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P3788	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3802	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3805	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3855	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3889	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3894	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3929	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607
P3939	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607,Q29546443,Q29561722
P3951	Q19833377,Q18614948,Q18618644,Q22988603,Q18616576,Q19847637,Q29548341
P3959	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637
P3976	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607,Q29561722
P4011	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P4028	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q29548341
P4087	Q19833377,Q18614948,Q18618644,Q18616576,Q19847637,Q27918607,Q29561722
P231	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P232	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P233	Q19833835,Q21099935,Q21294996,Q18614948,Q18616576,Q19847637
P234	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P235	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P267	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P352	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P354	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P591	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P592	Q19833835,Q19847637,Q19887775,Q21294996,Q18614948,Q18616576
P595	Q19833835,Q19847637,Q19887775,Q21294996,Q18614948,Q18616576
P628	Q19833835,Q21294996,Q18614948,Q23038310,Q18616576,Q19847637
P652	Q19833835,Q19887775,Q21294996,Q18614948,Q18616576,Q23038310,Q19847637
P657	Q19833835,Q19847637,Q21294996,Q18614948,Q18616576
P661	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P662	Q19833835,Q21294996,Q18614948,Q22988603,Q18616576,Q19847637
P665	Q19833835,Q19887775,Q21294996,Q18614948,Q18616576,Q19847637
P683	Q19833835,Q19847637,Q21294996,Q18614948,Q18616576
P695	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P715	Q19833835,Q19887775,Q21294996,Q18614948,Q18616576,Q19847637
P1578	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P1931	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P1978	Q19833835,Q21294996,Q18614948,Q23038310,Q18616576,Q19847637
P2017	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2027	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2057	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2062	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2063	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2064	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2065	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2072	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2083	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2084	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2085	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2086	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2115	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2153	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2566	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2877	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P2926	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3073	Q19833835,Q21294996,Q18614948,Q18616576,Q19847637
P3076	Q19833835,Q21294996,Q18614948,Q24075706,Q18616576,Q19847637
